DATETIME, L_T1, L_T2, L_T3, L_T4, L_T5, L_T6, L_T7, F_PU1, S_PU1, F_PU2, S_PU2, F_PU3, S_PU3, F_PU4, S_PU4, F_PU5, S_PU5, F_PU6, S_PU6, F_PU7, S_PU7, F_PU8, S_PU8, F_PU9, S_PU9, F_PU10, S_PU10, F_PU11, S_PU11, F_V2, S_V2, P_J280, P_J269, P_J300, P_J256, P_J289, P_J415, P_J302, P_J306, P_J307, P_J317, P_J14, P_J422, ATT_FLAG
21/10/16 01, 2.86, 3.29, 4.01, 4.09, 2.48, 5.50, 3.38, 96.32, 1.00, 96.34, 1.00, 0.00, 0.00, 34.34, 1.00, 0.00, 0.00, 0.00, 0.00, 49.14, 1.00, 34.99, 1.00, 0.00, 0.00, 29.44, 1.00, 0.00, 0.00, 88.87, 1.00, 2.98, 34.95, 27.74, 90.96, 27.80, 86.80, 21.38, 83.36, 21.28, 73.06, 30.72, 29.82, -999
21/10/16 02, 2.74, 3.35, 4.54, 4.44, 3.05, 5.50, 4.21, 95.90, 1.00, 95.92, 1.00, 0.00, 0.00, 33.58, 1.00, 0.00, 0.00, 0.00, 0.00, 48.21, 1.00, 34.96, 1.00, 0.00, 0.00, 29.30, 1.00, 0.00, 0.00, 89.59, 1.00, 2.98, 35.17, 27.85, 92.32, 27.91, 88.64, 21.57, 83.61, 21.46, 73.69, 30.81, 29.91, -999
21/10/16 03, 2.74, 3.79, 5.11, 3.59, 3.62, 5.42, 4.47, 94.73, 1.00, 94.75, 1.00, 0.00, 0.00, 34.19, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 36.28, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 80.50, 1.00, 2.98, 35.80, 30.16, 93.64, 30.26, 67.02, 27.59, 87.25, 27.59, 60.08, 32.70, 31.80, -999
21/10/16 04, 2.96, 4.30, 5.13, 3.27, 3.79, 5.15, 3.25, 93.27, 1.00, 93.29, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 49.34, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 88.75, 1.00, 2.98, 36.58, 30.28, 76.30, 30.24, 88.86, 31.68, 64.83, 31.68, 59.65, 32.86, 31.96, -999
21/10/16 05, 3.22, 4.71, 4.92, 4.00, 3.42, 5.04, 2.75, 94.61, 1.00, 94.63, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 49.02, 1.00, 0.00, 0.00, 0.00, 0.00, 32.08, 1.00, 0.00, 0.00, 81.18, 1.00, 2.98, 35.86, 30.32, 75.32, 30.29, 89.50, 28.45, 64.50, 28.33, 71.33, 32.85, 31.95, -999
21/10/16 06, 3.36, 5.13, 4.67, 4.32, 3.06, 5.41, 3.63, 93.15, 1.00, 93.17, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 31.91, 1.00, 0.00, 0.00, 66.51, 1.00, 2.98, 36.64, 33.19, 74.48, 33.19, 67.69, 29.18, 64.03, 29.06, 72.66, 35.46, 34.56, -999
21/10/16 07, 3.71, 5.50, 4.38, 3.29, 2.67, 5.50, 4.96, 88.98, 1.00, 88.99, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 2.98, 38.83, 30.50, 73.49, 30.50, 64.54, 34.41, 60.83, 34.41, 58.59, 43.10, 31.69, -999
21/10/16 08, 4.21, 5.09, 4.06, 3.30, 1.81, 5.13, 3.23, 86.11, 1.00, 86.13, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 50.29, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 2.98, 40.32, 28.08, 71.12, 28.04, 84.80, 35.95, 61.88, 35.95, 52.57, 44.97, 29.46, -999
21/10/16 09, 4.50, 4.56, 3.66, 3.30, 1.77, 4.89, 1.82, 113.27, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 50.11, 1.00, 36.33, 1.00, 0.00, 0.00, 31.53, 1.00, 0.00, 0.00, 0.00, 0.00, 2.99, 25.61, 27.56, 69.61, 27.52, 84.65, 21.78, 81.41, 21.66, 66.58, 38.19, 28.94, -999
21/10/16 10, 4.33, 4.03, 3.22, 3.28, 2.08, 5.01, 1.78, 113.27, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 49.46, 1.00, 35.91, 1.00, 0.00, 0.00, 31.29, 1.00, 0.00, 0.00, 0.00, 0.00, 2.99, 25.61, 27.08, 70.09, 27.04, 85.42, 21.91, 82.30, 21.79, 67.53, 38.15, 28.45, -999
21/10/16 11, 4.19, 3.34, 3.20, 3.48, 2.51, 5.22, 2.07, 113.10, 1.00, 0.00, 0.00, 0.00, 0.00, 33.92, 1.00, 0.00, 0.00, 0.00, 0.00, 47.92, 1.00, 35.51, 1.00, 0.00, 0.00, 31.35, 1.00, 0.00, 0.00, 0.00, 0.00, 2.99, 25.70, 23.28, 87.20, 23.35, 84.61, 22.03, 83.12, 21.92, 67.43, 38.18, 25.04, -999
21/10/16 12, 4.07, 2.47, 3.65, 3.65, 3.01, 5.39, 2.24, 113.29, 1.00, 0.00, 0.00, 0.00, 0.00, 34.32, 1.00, 0.00, 0.00, 0.00, 0.00, 46.99, 1.00, 35.81, 1.00, 0.00, 0.00, 31.22, 1.00, 0.00, 0.00, 0.00, 0.00, 2.99, 25.60, 22.48, 85.73, 22.54, 85.48, 21.87, 82.42, 21.75, 67.72, 38.06, 24.22, -999
21/10/16 13, 3.95, 1.61, 4.03, 4.04, 3.35, 5.50, 2.55, 113.12, 1.00, 0.00, 0.00, 0.00, 0.00, 32.13, 1.00, 0.00, 0.00, 0.00, 0.00, 46.23, 1.00, 35.83, 1.00, 0.00, 0.00, 30.69, 1.00, 0.00, 0.00, 0.00, 0.00, 2.99, 25.69, 21.95, 88.74, 22.01, 86.28, 22.04, 82.57, 21.93, 69.67, 38.09, 23.66, -999
21/10/16 14, 3.86, 0.78, 4.50, 4.54, 3.66, 5.50, 2.88, 113.60, 1.00, 0.00, 0.00, 0.00, 0.00, 33.94, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 35.31, 1.00, 0.00, 0.00, 30.67, 1.00, 0.00, 0.00, 0.00, 0.00, 2.99, 25.42, 24.71, 88.59, 24.81, 59.96, 21.92, 83.37, 21.81, 69.62, 37.86, 26.09, -999
21/10/16 15, 3.70, 0.61, 4.95, 2.70, 3.86, 5.50, 3.17, 118.08, 1.00, 0.00, 0.00, 0.00, 0.00, 33.75, 1.00, 0.00, 0.00, 0.00, 0.00, 49.35, 1.00, 0.00, 0.00, 0.00, 0.00, 31.11, 1.00, 0.00, 0.00, 94.11, 1.00, 2.99, 22.86, 25.14, 89.34, 25.20, 83.79, 26.42, 62.95, 26.31, 72.66, 28.15, 27.25, -999
21/10/16 16, 3.30, 0.79, 5.21, 2.71, 3.12, 5.50, 3.84, 117.97, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 49.62, 1.00, 0.00, 0.00, 0.00, 0.00, 31.57, 1.00, 0.00, 0.00, 86.31, 1.00, 2.99, 22.92, 26.62, 73.25, 26.58, 84.67, 26.34, 62.57, 26.22, 70.99, 29.19, 28.29, -999
21/10/16 17, 2.93, 1.17, 4.85, 2.89, 2.44, 5.50, 4.10, 117.21, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 49.29, 1.00, 0.00, 0.00, 0.00, 0.00, 31.35, 1.00, 0.00, 0.00, 86.28, 1.00, 2.99, 23.36, 27.02, 73.20, 26.98, 85.69, 26.71, 61.62, 26.59, 72.11, 29.58, 28.68, -999
21/10/16 18, 2.64, 1.55, 4.49, 3.24, 1.72, 5.50, 4.53, 118.09, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 49.67, 1.00, 0.00, 0.00, 0.00, 0.00, 31.32, 1.00, 0.00, 0.00, 81.16, 1.00, 2.99, 22.85, 27.13, 72.85, 27.09, 85.07, 26.19, 60.80, 26.07, 71.69, 29.66, 28.76, -999
21/10/16 19, 2.27, 1.83, 4.14, 3.38, 1.55, 5.50, 4.73, 120.75, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 49.95, 1.00, 35.01, 1.00, 0.00, 0.00, 29.36, 1.00, 0.00, 0.00, 67.89, 1.00, 2.99, 21.31, 26.92, 70.07, 26.88, 84.32, 18.15, 80.10, 18.05, 70.09, 29.38, 28.48, -999
21/10/16 20, 1.86, 2.04, 3.70, 3.27, 1.89, 5.33, 3.98, 119.32, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 50.12, 1.00, 36.91, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 72.93, 1.00, 2.99, 22.14, 27.27, 69.67, 27.23, 84.33, 24.60, 83.12, 24.60, 54.81, 29.76, 28.86, -999
21/10/16 21, 1.51, 2.24, 3.26, 3.17, 2.31, 5.04, 2.42, 121.60, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 50.07, 1.00, 34.54, 1.00, 0.00, 0.00, 30.37, 1.00, 0.00, 0.00, 60.03, 1.00, 2.99, 20.82, 27.15, 67.13, 27.11, 84.31, 17.40, 80.16, 17.29, 66.08, 29.57, 28.67, -999
21/10/16 22, 1.07, 2.25, 2.97, 3.09, 2.58, 5.10, 2.15, 121.72, 1.00, 0.00, 0.00, 0.00, 0.00, 36.08, 1.00, 0.00, 0.00, 0.00, 0.00, 49.84, 1.00, 34.54, 1.00, 0.00, 0.00, 30.33, 1.00, 0.00, 0.00, 63.48, 1.00, 2.99, 20.75, 26.23, 86.45, 26.30, 83.95, 17.31, 80.08, 17.20, 66.13, 29.10, 28.20, -999
21/10/16 23, 0.88, 2.17, 3.39, 2.97, 2.82, 5.19, 2.00, 98.76, 1.00, 98.78, 1.00, 0.00, 0.00, 35.56, 1.00, 0.00, 0.00, 0.00, 0.00, 50.00, 1.00, 34.99, 1.00, 0.00, 0.00, 30.81, 1.00, 0.00, 0.00, 82.59, 1.00, 2.97, 33.64, 26.55, 87.68, 26.62, 83.96, 18.95, 80.95, 18.84, 66.21, 29.52, 28.62, -999
22/10/16 00, 0.76, 2.14, 3.84, 2.87, 3.08, 5.26, 1.83, 98.67, 1.00, 98.69, 1.00, 0.00, 0.00, 34.88, 1.00, 0.00, 0.00, 0.00, 0.00, 49.08, 1.00, 34.35, 1.00, 0.00, 0.00, 30.55, 1.00, 0.00, 0.00, 82.85, 1.00, 2.97, 33.69, 26.55, 88.85, 26.61, 85.72, 19.17, 82.24, 19.06, 67.25, 29.50, 28.60, -999
22/10/16 01, 0.66, 2.12, 4.31, 3.25, 3.53, 5.44, 2.09, 98.21, 1.00, 98.23, 1.00, 0.00, 0.00, 33.50, 1.00, 0.00, 0.00, 0.00, 0.00, 48.30, 1.00, 33.73, 1.00, 0.00, 0.00, 30.23, 1.00, 0.00, 0.00, 84.40, 1.00, 2.97, 33.93, 26.57, 91.19, 26.63, 87.20, 19.56, 83.67, 19.45, 68.72, 29.50, 28.60, -999
22/10/16 02, 0.62, 2.15, 4.85, 3.84, 4.14, 5.50, 2.90, 97.59, 1.00, 97.61, 1.00, 0.00, 0.00, 32.96, 1.00, 0.00, 0.00, 0.00, 0.00, 48.18, 1.00, 0.00, 0.00, 0.00, 0.00, 30.42, 1.00, 0.00, 0.00, 87.26, 1.00, 2.97, 34.27, 26.64, 92.13, 26.70, 87.49, 26.10, 64.58, 25.99, 74.65, 29.58, 28.68, -999
22/10/16 03, 0.75, 2.27, 5.26, 4.40, 3.63, 5.50, 3.94, 97.09, 1.00, 97.11, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 48.26, 1.00, 0.00, 0.00, 0.00, 0.00, 30.15, 1.00, 0.00, 0.00, 82.52, 1.00, 2.97, 34.54, 27.99, 75.84, 27.95, 88.60, 26.42, 64.16, 26.31, 75.82, 30.52, 29.62, -999
22/10/16 04, 0.98, 2.93, 5.01, 3.67, 3.14, 5.45, 4.55, 94.79, 1.00, 94.81, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 70.82, 1.00, 2.98, 35.77, 31.37, 76.06, 31.37, 67.48, 30.19, 64.15, 30.19, 60.79, 33.66, 32.76, -999
22/10/16 05, 1.32, 3.57, 4.80, 3.21, 2.76, 5.20, 3.52, 95.90, 1.00, 95.92, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 49.51, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 81.75, 1.00, 2.98, 35.17, 29.18, 74.52, 29.14, 87.43, 29.83, 63.06, 29.83, 58.22, 31.72, 30.82, -999
22/10/16 06, 1.55, 3.89, 4.51, 3.75, 2.23, 5.06, 2.67, 96.56, 1.00, 96.58, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 49.18, 1.00, 0.00, 0.00, 0.00, 0.00, 31.81, 1.00, 0.00, 0.00, 76.47, 1.00, 2.98, 34.82, 29.30, 74.50, 29.26, 88.18, 26.82, 62.17, 26.70, 70.63, 31.80, 30.90, -999
22/10/16 07, 1.68, 4.18, 4.23, 4.34, 1.63, 5.40, 3.45, 96.22, 1.00, 96.24, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 49.25, 1.00, 0.00, 0.00, 0.00, 0.00, 32.12, 1.00, 0.00, 0.00, 76.17, 1.00, 2.98, 35.00, 29.57, 73.29, 29.53, 88.32, 26.99, 61.59, 26.87, 69.73, 32.07, 31.17, -999
22/10/16 08, 1.77, 4.70, 3.91, 3.70, 1.89, 5.50, 3.94, 96.82, 1.00, 96.84, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 35.39, 1.00, 0.00, 0.00, 29.64, 1.00, 0.00, 0.00, 54.13, 1.00, 2.98, 34.68, 31.78, 71.43, 31.78, 64.46, 20.31, 81.61, 20.21, 71.36, 34.00, 33.10, -999
22/10/16 09, 1.75, 5.08, 3.52, 3.17, 2.30, 5.50, 4.41, 97.14, 1.00, 97.16, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 50.34, 1.00, 34.92, 1.00, 0.00, 0.00, 30.25, 1.00, 0.00, 0.00, 66.60, 1.00, 2.97, 34.51, 30.11, 69.38, 30.07, 86.75, 20.21, 82.31, 20.10, 69.29, 32.57, 31.67, -999
22/10/16 10, 1.71, 5.24, 3.08, 3.56, 2.80, 5.50, 4.34, 97.91, 1.00, 97.93, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 51.10, 1.00, 35.08, 1.00, 0.00, 0.00, 30.20, 1.00, 0.00, 0.00, 62.52, 1.00, 2.97, 34.09, 30.17, 69.15, 30.13, 85.29, 19.81, 81.64, 19.70, 69.07, 32.61, 31.71, -999
22/10/16 11, 1.59, 5.08, 3.38, 3.50, 3.14, 5.50, 4.24, 97.39, 1.00, 97.41, 1.00, 0.00, 0.00, 35.80, 1.00, 0.00, 0.00, 0.00, 0.00, 50.45, 1.00, 35.06, 1.00, 0.00, 0.00, 29.71, 1.00, 0.00, 0.00, 69.12, 1.00, 2.97, 34.38, 29.21, 89.92, 29.28, 85.74, 20.14, 82.01, 20.04, 70.97, 32.11, 31.21, -999
22/10/16 12, 1.54, 4.90, 3.89, 3.64, 3.49, 5.50, 4.58, 97.60, 1.00, 97.62, 1.00, 0.00, 0.00, 36.18, 1.00, 0.00, 0.00, 0.00, 0.00, 50.11, 1.00, 34.95, 1.00, 0.00, 0.00, 29.83, 1.00, 0.00, 0.00, 69.48, 1.00, 2.97, 34.26, 29.04, 89.07, 29.11, 86.24, 20.02, 82.07, 19.92, 70.47, 31.95, 31.05, -999
22/10/16 13, 1.48, 4.73, 4.36, 3.89, 3.81, 5.50, 4.76, 97.39, 1.00, 97.40, 1.00, 0.00, 0.00, 36.25, 1.00, 0.00, 0.00, 0.00, 0.00, 49.83, 1.00, 34.86, 1.00, 0.00, 0.00, 29.50, 1.00, 0.00, 0.00, 71.22, 1.00, 2.97, 34.38, 28.92, 88.82, 28.99, 86.67, 20.19, 82.41, 20.08, 71.66, 31.83, 30.93, -999
22/10/16 14, 1.62, 4.61, 4.81, 4.19, 3.61, 5.16, 3.21, 95.70, 1.00, 95.72, 1.00, 0.00, 0.00, 33.74, 1.00, 0.00, 0.00, 0.00, 0.00, 49.83, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 81.41, 1.00, 2.98, 35.28, 29.03, 93.25, 29.09, 86.75, 30.07, 62.97, 30.07, 57.48, 31.96, 31.06, -999
22/10/16 15, 1.81, 4.61, 5.27, 4.45, 2.91, 5.14, 2.75, 96.53, 1.00, 96.55, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 49.76, 1.00, 0.00, 0.00, 0.00, 0.00, 32.33, 1.00, 0.00, 0.00, 72.75, 1.00, 2.98, 34.83, 29.86, 74.31, 29.82, 87.62, 26.90, 62.78, 26.78, 68.87, 32.34, 31.44, -999
22/10/16 16, 1.97, 5.18, 4.94, 3.36, 2.30, 5.39, 3.08, 95.77, 1.00, 95.79, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 32.46, 1.00, 0.00, 0.00, 56.04, 1.00, 2.98, 35.24, 32.41, 74.32, 32.41, 64.92, 27.29, 62.21, 27.17, 68.82, 34.63, 33.73, -999
22/10/16 17, 2.10, 5.49, 4.64, 3.32, 1.70, 5.50, 3.42, 96.12, 1.00, 96.13, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 50.66, 1.00, 0.00, 0.00, 0.00, 0.00, 31.63, 1.00, 0.00, 0.00, 69.35, 1.00, 2.98, 35.06, 30.59, 72.27, 30.55, 86.59, 27.33, 60.98, 27.21, 71.79, 33.07, 32.17, -999
22/10/16 18, 2.36, 5.14, 4.26, 3.61, 1.57, 5.50, 3.83, 93.12, 1.00, 93.14, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 49.63, 1.00, 35.84, 1.00, 0.00, 0.00, 30.09, 1.00, 0.00, 0.00, 0.00, 0.00, 2.98, 36.66, 28.18, 71.92, 28.14, 86.20, 21.78, 82.29, 21.68, 71.39, 39.60, 29.56, -999
22/10/16 19, 2.60, 4.62, 3.88, 3.89, 2.06, 5.50, 4.29, 93.86, 1.00, 93.88, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 49.80, 1.00, 35.99, 1.00, 0.00, 0.00, 30.40, 1.00, 0.00, 0.00, 0.00, 0.00, 2.98, 36.26, 27.65, 71.32, 27.61, 85.33, 21.40, 81.63, 21.29, 69.98, 39.25, 29.02, -999
22/10/16 20, 2.79, 4.09, 3.49, 3.93, 2.40, 5.50, 4.38, 93.67, 1.00, 93.68, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 49.69, 1.00, 36.00, 1.00, 0.00, 0.00, 30.70, 1.00, 0.00, 0.00, 0.00, 0.00, 2.98, 36.37, 27.13, 69.24, 27.09, 85.03, 21.50, 81.72, 21.38, 69.09, 39.41, 28.50, -999
22/10/16 21, 2.97, 3.56, 3.04, 3.90, 2.71, 5.50, 4.23, 93.66, 1.00, 93.68, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 49.60, 1.00, 36.27, 1.00, 0.00, 0.00, 30.47, 1.00, 0.00, 0.00, 0.00, 0.00, 2.98, 36.37, 26.61, 67.58, 26.57, 84.68, 21.57, 81.30, 21.46, 69.95, 39.47, 27.98, -999
22/10/16 22, 3.14, 2.71, 3.34, 3.74, 2.89, 5.50, 4.32, 94.08, 1.00, 94.10, 1.00, 0.00, 0.00, 34.93, 1.00, 0.00, 0.00, 0.00, 0.00, 48.28, 1.00, 35.86, 1.00, 0.00, 0.00, 31.06, 1.00, 0.00, 0.00, 0.00, 0.00, 2.98, 36.14, 22.50, 84.73, 22.57, 83.17, 21.39, 81.86, 21.28, 67.80, 39.29, 24.27, -999
22/10/16 23, 3.27, 1.83, 3.69, 3.35, 3.17, 5.50, 3.84, 92.84, 1.00, 92.86, 1.00, 0.00, 0.00, 34.14, 1.00, 0.00, 0.00, 0.00, 0.00, 47.99, 1.00, 36.02, 1.00, 0.00, 0.00, 31.20, 1.00, 0.00, 0.00, 0.00, 0.00, 2.98, 36.80, 21.74, 85.30, 21.81, 82.94, 21.97, 82.16, 21.86, 67.88, 40.00, 23.50, -999
23/10/16 00, 3.46, 0.96, 4.05, 3.10, 3.44, 5.50, 3.48, 90.87, 1.00, 90.88, 1.00, 0.00, 0.00, 31.93, 1.00, 0.00, 0.00, 0.00, 0.00, 46.88, 1.00, 35.50, 1.00, 0.00, 0.00, 30.28, 1.00, 0.00, 0.00, 0.00, 0.00, 2.98, 37.84, 21.25, 88.35, 21.31, 84.45, 23.41, 84.51, 23.30, 72.39, 41.19, 22.96, -999
23/10/16 01, 3.54, 0.62, 4.53, 3.44, 3.98, 5.50, 4.12, 95.44, 1.00, 95.46, 1.00, 0.00, 0.00, 32.90, 1.00, 0.00, 0.00, 0.00, 0.00, 47.76, 1.00, 34.65, 1.00, 0.00, 0.00, 29.16, 1.00, 0.00, 0.00, 107.89, 1.00, 2.98, 35.42, 25.67, 91.24, 25.72, 87.28, 22.29, 84.86, 22.19, 74.82, 28.74, 27.84, -999
23/10/16 02, 3.59, 0.93, 5.07, 4.06, 3.50, 5.39, 4.31, 94.32, 1.00, 94.34, 1.00, 0.00, 0.00, 32.53, 1.00, 0.00, 0.00, 0.00, 0.00, 47.48, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 110.67, 1.00, 2.98, 36.02, 26.12, 92.28, 26.18, 88.25, 31.49, 64.08, 31.49, 60.18, 29.21, 28.31, -999
23/10/16 03, 3.79, 1.47, 5.22, 4.34, 3.02, 5.12, 3.16, 92.27, 1.00, 92.29, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 87.14, 1.00, 2.98, 37.11, 31.51, 76.70, 31.51, 69.82, 32.52, 64.05, 32.52, 60.01, 33.89, 32.99, -999
23/10/16 04, 4.09, 2.38, 5.03, 3.64, 2.65, 4.87, 2.31, 92.69, 1.00, 92.71, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 32.12, 1.00, 0.00, 0.00, 81.49, 1.00, 2.98, 36.88, 31.83, 76.56, 31.83, 68.93, 29.68, 63.74, 29.56, 72.40, 34.19, 33.29, -999
23/10/16 05, 4.27, 3.23, 4.85, 2.90, 2.29, 5.29, 3.44, 93.04, 1.00, 93.06, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 48.60, 1.00, 0.00, 0.00, 0.00, 0.00, 32.04, 1.00, 0.00, 0.00, 95.09, 1.00, 2.98, 36.70, 29.63, 76.21, 29.60, 89.62, 29.63, 63.38, 29.51, 72.65, 32.25, 31.35, -999
23/10/16 06, 4.40, 3.72, 4.65, 3.80, 1.94, 5.50, 4.65, 93.40, 1.00, 93.42, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 48.66, 1.00, 0.00, 0.00, 0.00, 0.00, 30.46, 1.00, 0.00, 0.00, 91.97, 1.00, 2.98, 36.51, 29.93, 75.68, 29.89, 89.79, 29.79, 62.73, 29.68, 78.20, 32.52, 31.62, -999
23/10/16 07, 4.48, 4.21, 4.43, 4.39, 1.50, 5.32, 4.11, 112.92, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 66.39, 1.00, 2.99, 25.81, 32.25, 74.79, 32.25, 67.10, 31.92, 62.10, 31.92, 59.28, 34.52, 33.62, -999
23/10/16 08, 4.33, 4.87, 4.18, 3.27, 1.94, 5.00, 2.77, 114.42, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 37.80, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 57.60, 1.00, 2.99, 24.95, 32.22, 73.59, 32.22, 64.17, 27.65, 84.52, 27.65, 57.14, 34.44, 33.54, -999
23/10/16 09, 3.98, 5.12, 3.87, 3.30, 2.38, 5.14, 2.80, 116.89, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 50.51, 1.00, 35.06, 1.00, 0.00, 0.00, 30.75, 1.00, 0.00, 0.00, 61.65, 1.00, 2.99, 23.54, 30.04, 72.03, 30.00, 86.34, 20.34, 82.21, 20.23, 67.77, 32.48, 31.58, -999
23/10/16 10, 3.59, 5.22, 3.51, 3.58, 2.84, 5.34, 2.98, 117.21, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 50.76, 1.00, 35.12, 1.00, 0.00, 0.00, 30.75, 1.00, 0.00, 0.00, 58.71, 1.00, 2.99, 23.36, 30.09, 71.01, 30.05, 85.88, 20.09, 81.87, 19.98, 67.54, 32.52, 31.62, -999
23/10/16 11, 3.22, 5.30, 3.13, 3.70, 3.20, 5.50, 3.04, 117.94, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 50.73, 1.00, 34.94, 1.00, 0.00, 0.00, 30.25, 1.00, 0.00, 0.00, 53.71, 1.00, 2.99, 22.94, 30.12, 69.69, 30.07, 85.98, 19.77, 81.85, 19.67, 68.86, 32.52, 31.62, -999
23/10/16 12, 2.83, 5.09, 3.33, 3.81, 3.53, 5.50, 3.17, 118.14, 1.00, 0.00, 0.00, 0.00, 0.00, 36.03, 1.00, 0.00, 0.00, 0.00, 0.00, 50.26, 1.00, 34.46, 1.00, 0.00, 0.00, 30.24, 1.00, 0.00, 0.00, 59.82, 1.00, 2.99, 22.82, 28.91, 89.22, 28.98, 85.81, 19.74, 82.64, 19.64, 68.87, 31.77, 30.87, -999
